stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
0608,,"Townsend Blvd. & Mayapple Rd.",,  30.348191, -81.577600,,,0,
0609,,"Townsend Blvd. & Mayapple Rd.",,  30.347852, -81.577325,,,0,
0610,,"Townsend Blvd. & Arble Dr.",,  30.345060, -81.577430,,,0,
0611,,"Townsend Blvd. & Marble Dr.",,  30.344450, -81.577450,,,0,
0612,,"Townsend Blvd. & Afton Ln.",,  30.342260, -81.577470,,,0,
0613,,"Townsend Blvd. & Parker School Rd.",,  30.342040, -81.577370,,,0,
0614,,"Townsend Blvd. & Woodleigh Dr.",,  30.340146, -81.576154,,,0,
0615,,"Townsend Blvd. & Woodleigh Dr.",,  30.340100, -81.575970,,,0,
0616,,"Townsend Blvd. & Lone Star Rd.",,  30.338030, -81.574320,,,0,
0617,,"Townsend Blvd. & Lone Star Rd.",,  30.337440, -81.573980,,,0,
0618,,"Townsend Blvd. & Timber Ln.",,  30.336050, -81.574140,,,0,
0619,,"Townsend Blvd. & Timber Ln.",,  30.335790, -81.574110,,,0,
0620,,"Townsend Blvd. & Alderman Rd.",,  30.332640, -81.574150,,,0,
0621,,"Townsend Blvd. & Alderman Rd.",,  30.332330, -81.574100,,,0,
0622,,"Townsend Blvd. & S. Carlotta Rd.",,  30.330100, -81.572840,,,0,
0623,,"Townsend Blvd. & Carlotta Rd.",,  30.329830, -81.572710,,,0,
0624,,"Townsend Blvd. & S. Arlington Expwy.",,  30.328740, -81.572970,,,0,
0625,,"Townsend Blvd. & S. Arlington Expwy.",,  30.328200, -81.572810,,,0,
0638,,"Ft. Caroline Rd. & Cherokee Villa Ln.",,  30.366600, -81.583210,,,0,
0639,,"Ft. Caroline Rd. & E. Haslett Dr.",,  30.366540, -81.586770,,,0,
0640,,"Ft. Caroline Rd. & Hoover Ln.",,  30.366430, -81.585260,,,0,
0641,,"Ft. Caroline Rd. & Rogero Rd.",,  30.366390, -81.588150,,,0,
0651,,"Ft. Caroline Rd. & Heath Rd.",,  30.366490, -81.590080,,,0,
0652,,"Ft. Caroline Rd. & opp. Heath Rd.",,  30.366222, -81.589883,,,0,
0653,,"6190 Ft. Caroline Rd.",,  30.366191, -81.594361,,,0,
0654,,"6205 Ft. Caroline Rd.",,  30.366430, -81.594530,,,0,
0655,,"Ft. Caroline Rd. & University Club Blvd.",,  30.366419, -81.596423,,,0,
0656,,"University Club Blvd. & Ft. Caroline Rd.",,  30.366910, -81.596785,,,0,
0657,,"3781 University Club Blvd.",,  30.369009, -81.596917,,,0,
0659,,"University Club Blvd. & opp. Round Lake Rd.",,  30.372378, -81.596969,,,0,
0660,,"University Club Blvd. & Jimtom Dr.",,  30.374483, -81.597041,,,0,
0661,,"University Club Blvd. & E Green Willow Ln.",,  30.375576, -81.597879,,,0,
0662,,"Univeristy Club Blvd. & E Briarforest Rd.",,  30.376890, -81.599581,,,0,
0663,,"University Club Bl & W. Piney Creek Ln.",,  30.377658, -81.602789,,,0,
0665,,"University Club Blvd. & Wilcrest Cir.",,  30.377409, -81.605890,,,0,
0666,,"University Blvd. & Meek Dr.",,  30.374806, -81.607057,,,0,
0667,,"University Blvd. & Edmar Rd.",,  30.372409, -81.607612,,,0,
0669,,"University Blvd. & Maxine Dr.",,  30.369072, -81.608296,,,0,
0670,," Universtity Blvd & Selton",,  30.367220, -81.607960,,,0,
0671,,"5959 Ft. Caroline Rd.",,  30.366010, -81.598580,,,0,
0672,,"Ft. Caroline Rd. & Peeler Rd.",,  30.365606, -81.599021,,,0,
0673,,"Ft. Caroline Rd. & Cesery Blvd.",,  30.365240, -81.601225,,,0,
0674,,"Ft. Caroline Rd. & Cesery Dr.",,  30.365497, -81.600839,,,0,
0675,,"Ft. Caroline Rd. & University Blvd.",,  30.364468, -81.605158,,,0,
0678,,"University Blvd.  & opp. Alumni Dr.",,  30.358740, -81.604970,,,0,
0679,,"3291 University Blvd. & Alumni Dr",,  30.358734, -81.605159,,,0,
0681,,"Holly Bell Dr. & Justina Ter.",,  30.356942, -81.603499,,,0,
0682,,"Holly Bell Dr. & Justina Ter.",,  30.356770, -81.603374,,,0,
0683,,"Holly Bell Dr. & Tall Pine Ln.",,  30.356830, -81.601861,,,0,
0684,,"Holly Bell Dr. & Tall Pine Ln.",,  30.357029, -81.601436,,,0,
0687,,"3000 Justina Rd.",,  30.355200, -81.599791,,,0,
0688,,"Justina Rd. & Tall Pine Ln.",,  30.353958, -81.599488,,,0,
0690,,"Merrill Rd. & Yellow Pine Dr.",,  30.351740, -81.600230,,,0,
0691,,"Merrill Rd. & Yellow Pine Dr.",,  30.351638, -81.599925,,,0,
0692,,"University Blvd. & Merrill Rd.",,  30.350560, -81.602580,,,0,
0693,,"University Blvd. & Merill Rd.",,  30.350770, -81.602760,,,0,
0695,,"2511 University Blvd.",,  30.348290, -81.602880,,,0,
0696,,"University Blvd. & Liddell Ln. nb ns",,  30.347370, -81.602694,,,0,
0699,,"University Blvd. & Burdette Rd.",,  30.345210, -81.602810,,,0,
0700,,"University Blvd. & Lake Lucina Dr.",,  30.344520, -81.602620,,,0,
0702,,"University Blvd. & Dickson Rd.",,  30.341769, -81.602736,,,0,
0703,,"University Blvd. & Dickson Rd.",,  30.341450, -81.602560,,,0,
0706,,"University Blvd. & Gable Ln.",,  30.338790, -81.602650,,,0,
0707,,"University Blvd. & Wiltshire St. nb fs",,  30.338738, -81.602483,,,0,
0710,,"University Blvd. & Macy Ave. sb fs",,  30.335634, -81.602751,,,0,
0711,,"University Blvd. & Macy Ave.",,  30.335780, -81.602630,,,0,
0712,,"University Blvd. & Arlington Rd.",,  30.333920, -81.602950,,,0,
0713,,"University Blvd. & Arlington Rd.",,  30.332920, -81.602970,,,0,
0716,,"University Blvd. & Los Santos Way",,  30.330170, -81.603540,,,0,
0717,,"University Blvd. & Los Santos Way",,  30.329620, -81.603590,,,0,
0718,,"5865 Arlington Expwy.",,  30.327655, -81.600419,,,0,
0719,,"Cesery Blvd. & opp. Egret Point Ln.",,  30.325220, -81.597040,,,0,
0720,,"Cesery Blvd. & Egret Point Ln.",,  30.325140, -81.596850,,,0,
0721,,"Arlington Expwy. & Arlington River Dr.",,  30.327100, -81.599576,,,0,
0723,,"Arlington Expwy. & Cesery Blvd.",,  30.327160, -81.597270,,,0,
0724,,"Arlington Expwy. & Cesery Blvd.",,  30.327700, -81.596730,,,0,
0725,,"Arlington Expwy. & Seabrook Cove Rd.",,  30.327190, -81.594980,,,0,
0726,,"Arlington Expwy. & Seabrook Pkwy.",,  30.327220, -81.592580,,,0,
0727,,"Arlington Expwy. & Underhill Dr.",,  30.327790, -81.591340,,,0,
0728,,"Arlington Expwy. & Arlington Rd",,  30.327280, -81.586130,,,0,
0729,,"Arlington Expwy. & Rogero Rd.",,  30.327810, -81.588890,,,0,
0730,,"Arlington Expwy. & Larkin Rd.",,  30.327230, -81.588760,,,0,
0732,,"Arlington Expwy. & Arlington Rd.",,  30.327769, -81.585940,,,0,
0733,,"6845 Arlington Expwy.",,  30.327770, -81.586820,,,0,
0734,,"S. Arlington Expwy. & Bert Rd.",,  30.327820, -81.584200,,,0,
0735,,"S. Arlington Expwy. & Bert Rd.",,  30.327696, -81.584137,,,0,
0736,,"7207 S. Arlington Expwy.",,  30.327323, -81.583625,,,0,
0737,,"7207 S. Arlington Expwy.",,  30.327270, -81.583360,,,0,
0738,,"7528 S. Arlington  Expwy.",,  30.327370, -81.580766,,,0,
0739,,"7528 S. Arlington Expwy.",,  30.327280, -81.580930,,,0,
0740,,"7505 S. Arlington Expwy.",,  30.327880, -81.579600,,,0,
0741,,"7505 S. Arlington Expwy.",,  30.327790, -81.579770,,,0,
0743,,"7600 S. Arlington  Expwy.",,  30.327430, -81.577140,,,0,
0744,,"7600 S. Arlington Expwy.",,  30.327340, -81.577150,,,0,
0746,,"Arlington Expwy. & Alderman Rd.",,  30.327930, -81.578090,,,0,
0747,,"Arlington Expwy. & Alderman Rd.",,  30.327772, -81.578277,,,0,
0748,,"7471 Arlington Expwy.",,  30.327910, -81.576050,,,0,
0749,,"7471 Arlington Expwy.",,  30.327800, -81.576520,,,0,
0750,,"7960 S. Arlington Expwy.",,  30.327430, -81.573840,,,0,
0751,,"7960 S. Arlington Expwy.",,  30.327330, -81.574100,,,0,
0753,,"8060 S. Arlington  Expwy.",,  30.327020, -81.570120,,,0,
0754,,"8124 Arlington Expwy.",,  30.326620, -81.568930,,,0,
0759,,"S. Arlington Expwy. & Century St.",,  30.325840, -81.566118,,,0,
0760,,"8324 Arlington Expwy.",,  30.325588, -81.565989,,,0,
0761,,"8560 Arlington Expy.",,  30.324151, -81.562537,,,0,
0764,,"Mill Creek Rd. & Jasper Ave.",,  30.322743, -81.560599,,,0,
0765,,"Mill Creek Rd. & Galveston Ave.",,  30.320034, -81.560258,,,0,
0766,,"Atlantic Blvd. & Mill Creek Rd.",,  30.316040, -81.559870,,,0,
0767,,"Atlantic Blvd. & Corporate Square Blvd.",,  30.314470, -81.562220,,,0,
0768,,"Atlantic Blvd. & Caravan Trl.",,  30.314240, -81.563850,,,0,
0769,,"Atlantic Blvd. & Lamson St.",,  30.314379, -81.563832,,,0,
0770,,"8712 Atlantic Blvd.",,  30.314070, -81.565690,,,0,
0771,,"8623 Atlantic Blvd.",,  30.314180, -81.566530,,,0,
0773,,"Atlantic Blvd. & Bowlan St.",,  30.314050, -81.568840,,,0,
0774,,"Bowlan St. & Berry Ave.",,  30.315610, -81.569040,,,0,
0775,,"Bowlan St. & Berry Ave.",,  30.315894, -81.569263,,,0,
0778,,"Bowlan St. & Free Ave.",,  30.318547, -81.569230,,,0,
0779,,"Bowlan St. & Free Ave.",,  30.318853, -81.569478,,,0,
0780,,"Bowlan St. & Hare Ave.",,  30.320230, -81.569380,,,0,
0781,,"Bowlan St. & Hare Ave.",,  30.320569, -81.569704,,,0,
0783,,"Kona Ave. & Bowlan St.",,  30.322790, -81.569980,,,0,
0784,,"Kona Ave. & Acme St.",,  30.322750, -81.573040,,,0,
0786,,"Acme St. & India Ave.",,  30.321150, -81.573080,,,0,
0787,,"Acme St. & Hare Ave.",,  30.320001, -81.572740,,,0,
0788,,"Acme St. & Free Ave.",,  30.318290, -81.572562,,,0,
0789,,"Acme St. & Free. Ave.",,  30.318696, -81.572932,,,0,
0790,,"Acme St. & Alton Ave.",,  30.314527, -81.572293,,,0,
0791,,"Acme St. & Atlantic Blvd.",,  30.313970, -81.572470,,,0,
0794,,"Acme St. & Dandy Ave.",,  30.317131, -81.572764,,,0,
0795,,"Acme St. & Dandy Ave.",,  30.316859, -81.572520,,,0,
0796,,"Atlantic Blvd. & Pecan St.",,  30.313670, -81.575540,,,0,
0797,,"7714 Atlantic Blvd.",,  30.313470, -81.576465,,,0,
0798,,"Atlantic Blvd. & Arlington Rd.",,  30.313460, -81.578840,,,0,
0799,,"Atlantic Blvd. & Arlington Rd.",,  30.313338, -81.578645,,,0,
0800,,"Atlantic Blvd. & Hay Ave.",,  30.313160, -81.582840,,,0,
0801,,"Atlantic Blvd. & Nitram St.",,  30.313270, -81.582080,,,0,
0802,,"Atlantic Blvd. & Johnston Ave.",,  30.313080, -81.585190,,,0,
0803,,"Atlantic Blvd. & Agnue Ave.",,  30.312930, -81.586110,,,0,
0804,,"Atlantic Blvd. & Prado Ave.",,  30.312848, -81.590197,,,0,
0805,,"Atlantic Blvd. & Laurina St.",,  30.312630, -81.590340,,,0,
0807,,"6409 Atlantic Blvd.",,  30.312769, -81.592918,,,0,
0808,,"Atlantic Blvd. & Glynlea Rd.",,  30.312500, -81.592269,,,0,
0809,,"Atlantic Blvd. & River Hills Cir.",,  30.313355, -81.596636,,,0,
0810,,"Atlantic Blvd. & River Hills Dr.",,  30.313280, -81.597010,,,0,
0811,,"Atlantic Blvd. & University Blvd.",,  30.313980, -81.599140,,,0,
0812,,"Atlantic Blvd. & University Blvd.",,  30.313879, -81.599578,,,0,
0813,,"University Blvd. & S. Robbins Cir.",,  30.315110, -81.599140,,,0,
0814,,"University Blvd. & Allen Pl.",,  30.316820, -81.599100,,,0,
0815,,"University Blvd. & N. Robbins Cir.",,  30.318200, -81.598780,,,0,
0816,,"University Blvd. & Saxony Woods Ln.",,  30.318710, -81.598880,,,0,
0817,,"University Blvd. & Atlantic Blvd. sb fs",,  30.313390, -81.599560,,,0,
0818,,"University Blvd. & Atlantic Blvd.",,  30.313420, -81.599360,,,0,
0819,,"University Blvd. & St. Cecilia Rd.",,  30.309300, -81.600140,,,0,
0820,,"University Blvd. & Hinely Ln.",,  30.308770, -81.600040,,,0,
0822,,"University Blvd. & Kellow Rd.",,  30.303470, -81.600810,,,0,
0823,,"University Blvd. & Bartam Rd.",,  30.300730, -81.601360,,,0,
0824,,"University Blvd. & Bartam Rd.",,  30.300170, -81.601260,,,0,
0825,,"University Blvd. & Coronet Ln.",,  30.294940, -81.601920,,,0,
0826,,"University Blvd. & Coronet Ln.",,  30.294370, -81.601700,,,0,
0856,,"Beach Blvd. & Southside Blvd.",,  30.286544, -81.561233,,,0,
0857,,"8840 Beach Blvd. ns eb",,  30.286909, -81.565034,,,0,
0859,,"Beach Blvd. & Killarney Dr.",,  30.287194, -81.567839,,,0,
0862,,"Beach Blvd. & Southside Blvd. fs wb",,  30.287182, -81.564774,,,0,
0865,,"Beach Blvd. & Foster Dr.",,  30.287723, -81.573263,,,0,
0866,,"Beach Blvd. & Foster Dr.",,  30.288113, -81.573511,,,0,
0868,,"Beach Blvd. & Parental Home Rd. eb",,  30.288506, -81.579915,,,0,
0870,,"Beach Blvd. & Parental Home Rd. wb",,  30.288821, -81.579622,,,0,
0871,,"Beach Blvd. & Hogan Rd.",,  30.289500, -81.586040,,,0,
0872,,"Beach Blvd. & Hogan Rd.",,  30.289383, -81.586097,,,0,
0875,,"Beach Blvd. & Dean Rd.",,  30.290222, -81.591578,,,0,
0876,,"Beach Blvd. & Dean Rd.",,  30.290090, -81.591890,,,0,
0880,,"Beach Blvd. & Ryar Rd.",,  30.290782, -81.595460,,,0,
0881,,"Beach Blvd. & Ryar Rd.",,  30.290723, -81.595919,,,0,
0882,,"Beach Blvd. & Hickman Rd.",,  30.291870, -81.599423,,,0,
0883,,"Beach Blvd. & Hickman Rd.",,  30.291832, -81.599809,,,0,
0884,,"University Blvd. & Beach Blvd.",,  30.292380, -81.601920,,,0,
0885,,"Beach & University Blvd. wb fs",,  30.292885, -81.602829,,,0,
0886,,"Beach Blvd. & University Blvd.",,  30.292568, -81.602304,,,0,
0889,,"5631 Beach Blvd.",,  30.293733, -81.605677,,,0,
0890,,"Beach Blvd. & FOP Way",,  30.293750, -81.606300,,,0,
0891,,"Beach Blvd. & Spring Glen Rd.",,  30.294630, -81.609310,,,0,
0892,,"Beach Blvd. & Spring Glen Rd.",,  30.294741, -81.609185,,,0,
0894,,"Beach Blvd. & Art Museum Dr.",,  30.295788, -81.612716,,,0,
0895,,"Beach Blvd. & Art Museum Dr.",,  30.295876, -81.613503,,,0,
0896,,"Atlantic Blvd. & Bartram Rd.",,  30.313210, -81.602590,,,0,
0897,,"Atlantic Blvd. & Bartram Rd.",,  30.312870, -81.603150,,,0,
0898,,"Atlantic Blvd. & Campbell Ave.",,  30.311993, -81.605653,,,0,
0899,,"Atlantic Blvd. & St. Paul Ave.",,  30.311870, -81.605480,,,0,
0900,,"5201 Atlantic Blvd.",,  30.310664, -81.610905,,,0,
0901,,"Atlantic Blvd. & Brookside Cir.",,  30.310377, -81.610616,,,0,
0903,,"Atlantic Blvd. & Empire Pt.",,  30.309720, -81.613820,,,0,
0904,,"Atlantic Blvd. & Empire Pt.",,  30.309265, -81.614369,,,0,
0905,,"Atlantic Blvd. & Glengarry Rd.",,  30.309215, -81.615909,,,0,
0907,,"Atlantic Blvd. & Valencia Dr.",,  30.308612, -81.616529,,,0,
0908,,"Southside Blvd. & Hogan Rd.",,  30.275625, -81.559291,,,0,
0909,,"Southside Blvd. & Hogan Rd.",,  30.275568, -81.559555,,,0,
0915,,"Hogan Rd. & Ruby Dr. W",,  30.274130, -81.558120,,,0,
0931,,"Art Museum Dr. & Keystone Dr.",,  30.298600, -81.612870,,,0,
0936,,"Art Museum Dr. & opp. Carmichael Ave.",,  30.304604, -81.617538,,,0,
0938,,"Art Museum Dr. & Hillcrest Ave.",,  30.301108, -81.613912,,,0,
0941,,"9930 Deercreek Club Blvd.",,  30.190125, -81.553079,,,0,
0944,,"Avenues Mall",,  30.187971, -81.555152,,,0,
0946,,"Avenues Walk Park-n-Ride",,  30.176145, -81.552344,,,0,
0947,,"10130 Philips Hwy",,  30.183401, -81.557045,,,0,
0948,,"Baymeadows Rd. & Southside Blvd.",,  30.218698, -81.552654,,,0,
0951,,"9795 Baymeadows Rd.",,  30.219393, -81.556074,,,0,
0952,,"Old Baymeadows Rd. & Baymeadows Rd.",,  30.220903, -81.557100,,,0,
0953,,"Old Baymeadows Rd. & Southside Blvd. fs wb",,  30.220874, -81.553130,,,0,
0955,,"9983 Old Baymeadows Rd.",,  30.220717, -81.554258,,,0,
0956,,"9770 Old Baymeadows Rd.",,  30.220800, -81.556780,,,0,
0958,,"9535 Baymeadows Rd.",,  30.220990, -81.560300,,,0,
0959,,"9214 Baymeadows Rd.",,  30.220833, -81.562500,,,0,
0960,,"Baymeadows Rd. & Baymeadows Cir.",,  30.221048, -81.563900,,,0,
0961,,"Baymeadows Rd. & Princeton Square Blvd",,  30.220752, -81.564505,,,0,
0962,,"Baymeadows Rd. & Western Way",,  30.221040, -81.567205,,,0,
0963,,"9250 Baymeadows Rd.",,  30.220763, -81.566608,,,0,
0999,,"Bowden Rd. & Richard St.",,  30.264910, -81.612130,,,0,
1002,,"Beach Blvd. & Gibson Rd.",,  30.297120, -81.616840,,,0,
1003,,"4907 Beach Blvd.",,  30.297395, -81.617049,,,0,
1004,,"4600 Beach Blvd.",,  30.298249, -81.619228,,,0,
1007,,"Beach Blvd. & Carmichael Ave.",,  30.300280, -81.623170,,,0,
1009,,"Beach Blvd. & Mayfair Village Rd.",,  30.302535, -81.628023,,,0,
1010,,"Beach Blvd. & Mayfair Village Rd.",,  30.302276, -81.627856,,,0,
1012,,"Beach Blvd. & Carmichael Ave.",,  30.300295, -81.623601,,,0,
1014,,"Beach Blvd. & Camden Ave.",,  30.304000, -81.631243,,,0,
1015,,"Beach Blvd. & Camden Ave.",,  30.303563, -81.630563,,,0,
1017,,"Beach Blvd. & Walton St.",,  30.304670, -81.634000,,,0,
1018,,"Atlantic Blvd. & Spring Park Rd.",,  30.305287, -81.636209,,,0,
1020,,"Atlantic Blvd. & Traymore Rd.",,  30.306147, -81.638723,,,0,
1023,,"Atlantic Blvd. & Kingman St.",,  30.307422, -81.641255,,,0,
1024,,"Atlantic Blvd. & Merrill Ave.",,  30.307372, -81.642660,,,0,
1025,,"Atlantic Blvd. & South Shore Rd.",,  30.308413, -81.644127,,,0,
1072,,"University Blvd. & Spring Park Rd.",,  30.270700, -81.610490,,,0,
1073,,"University Blvd. & Spring Park Rd.",,  30.270700, -81.610210,,,0,
1074,,"University Blvd. & Barnes Rd.",,  30.273377, -81.607743,,,0,
1075,,"University Blvd. & Barnes Rd.",,  30.272155, -81.608727,,,0,
1104,,"University Blvd. & Mt. Carmel Terr",,  30.275573, -81.605194,,,0,
1105,,"University Blvd. & Mt. Carmel Terr.",,  30.274950, -81.605620,,,0,
1106,,"University Blvd. & Terry Rd.",,  30.277219, -81.603018,,,0,
1107,,"University Blvd. & Beney Rd.",,  30.277710, -81.603020,,,0,
1113,,"University Blvd. & Bennett Rd.",,  30.281965, -81.602636,,,0,
1114,,"4140 University Blvd.",,  30.282050, -81.602810,,,0,
1117,,"University Blvd. & Harvin Rd.",,  30.285450, -81.602530,,,0,
1118,,"University Blvd. & opp. Harvin Rd.",,  30.285830, -81.602660,,,0,
1119,,"University Blvd. & Booth Rd.",,  30.287860, -81.602460,,,0,
1120,,"University Blvd. & Booth Rd.",,  30.288070, -81.602310,,,0,
1122,,"University Blvd. & Cruz Rd.",,  30.291320, -81.602160,,,0,
1127,,"Philips Hwy. & Service St.",,  30.303556, -81.644286,,,0,
1128,,"Phillips Hwy. & Jerusalem St.",,  30.301930, -81.643090,,,0,
1129,,"Philips Hwy. & Wishart St.",,  30.299617, -81.642047,,,0,
1130,,"Phillips Hwy. & Martin St.",,  30.300558, -81.642252,,,0,
1131,,"Phillips Hwy. & Loman St.",,  30.298470, -81.641420,,,0,
1132,,"Phillips Hwy. & St. Augustine Rd.",,  30.298145, -81.640885,,,0,
1133,,"Phillips Hwy. & St. Augustine Rd.",,  30.297585, -81.641012,,,0,
1134,,"St. Augustine Rd. & Phillips Hwy.",,  30.297330, -81.641960,,,0,
1135,,"3350 Phillips Hwy.",,  30.294802, -81.639525,,,0,
1139,,"3494 Philips Hwy.",,  30.291255, -81.636808,,,0,
1140,,"3435 Philips Hwy.",,  30.291327, -81.636553,,,0,
1141,,"Phillips Hwy. & Emerson St.",,  30.288970, -81.634480,,,0,
1142,,"Phillips Hwy. & Emerson St.",,  30.289050, -81.634800,,,0,
1144,,"Phillips Hwy. & Emerson St. fs",,  30.286809, -81.633263,,,0,
1147,,"3871 Philips Hwy.",,  30.284883, -81.631271,,,0,
1150,,"Philips Hwy. & Clinton Ave. fs nb",,  30.282545, -81.629725,,,0,
1151,,"Philips Hwy. & Reba Ave. ns sb",,  30.281126, -81.629197,,,0,
1152,,"WalMart 4281 Philips Hwy.",,  30.279132, -81.627220,,,0,
1154,,"4454 Philips Hwy.",,  30.276490, -81.625954,,,0,
1155,,"4459 Philips Hwy.",,  30.276704, -81.625500,,,0,
1156,,"4600 Philips Hwy.",,  30.275048, -81.624911,,,0,
1157,,"4613 Philips Hwy",,  30.275301, -81.624653,,,0,
1158,,"Philips Hwy. & Southgate Dr.",,  30.272854, -81.622832,,,0,
1159,,"4990 Philips Hwy.",,  30.271996, -81.622774,,,0,
1160,,"5001 Philips Hwy.",,  30.271276, -81.621724,,,0,
1161,,"5318 Philips Hwy.",,  30.268975, -81.620704,,,0,
1162,,"Philips Hwy. & University Blvd. nb fs",,  30.267352, -81.618877,,,0,
1167,,"University Blvd. & Richard St. sb fs",,  30.267790, -81.615390,,,0,
1168,,"University Blvd. & Richards St. nb ns",,  30.267531, -81.615343,,,0,
1170,,"5914 Philips Hwy.",,  30.263132, -81.616651,,,0,
1171,,"5935 Philips Hwy.",,  30.262598, -81.615321,,,0,
1172,,"6100 Philips Hwy.",,  30.259638, -81.613480,,,0,
1173,,"6123 Philips Hwy.",,  30.260027, -81.613132,,,0,
1176,,"6390 Philips Hwy.",,  30.255906, -81.610530,,,0,
1177,,"Phillips Hwy. & Bowdendale Ave.",,  30.255564, -81.609438,,,0,
1178,,"Phillips Hwy. & opp Executive Park Ct.",,  30.250530, -81.605790,,,0,
1179,,"Phillips Hwy. & Executive Park Ct.",,  30.249439, -81.604424,,,0,
1183,,"Financial Way & Cypress Plaza Dr nb fs",,  30.240218, -81.593605,,,0,
1184,,"Bonneval Rd. & Financial Way",,  30.243340, -81.593840,,,0,
1185,,"7115 Bonneval Rd.",,  30.244660, -81.596130,,,0,
1186,,"7111 Bonneval Rd.",,  30.244750, -81.595950,,,0,
1191,,"Financial Way & Cypress Plz Dr.",,  30.239810, -81.593790,,,0,
1192,,"8209 Cypress Plz Dr.",,  30.237805, -81.590648,,,0,
1193,,"8068 Cypress Plz Dr.",,  30.238121, -81.591964,,,0,
1194,,"Baymeadows Way W. & Cypress Plz Dr.",,  30.237266, -81.585483,,,0,
1195,,"Baymeadows Way & Baymeadows Way W nb ns",,  30.233927, -81.585438,,,0,
1196,,"Cypress Plz Dr. & Baymeadows Way",,  30.237880, -81.586480,,,0,
1197,,"Baymeadows Way & Baymeadows Way W.",,  30.235080, -81.586120,,,0,
1207,,"Baymeadows Way & Baypine Rd.",,  30.226052, -81.579979,,,0,
1208,,"Baymeadows Way & Baypine Rd.",,  30.226621, -81.580282,,,0,
1210,,"8000 Baymeadows Way",,  30.224073, -81.577437,,,0,
1211,,"8001 Baymeadows Way",,  30.224017, -81.577044,,,0,
1213,,"Baymeadows Way & Baymeadows Rd.",,  30.222761, -81.576678,,,0,
1217,,"8866 Baymeadows Rd.",,  30.220730, -81.573900,,,0,
1222,,"Freedom Commerce Pkwy & Liberty Ridge Dr fs sb",,  30.215026, -81.572521,,,0,
1224,,"8320 Baymeadows Way",,  30.219361, -81.577000,,,0,
1225,,"8555 Baymeadows Way",,  30.219240, -81.577230,,,0,
1226,,"8493 Baymeadows Way",,  30.218180, -81.578220,,,0,
1227,,"8400 Baymeadows Way",,  30.217936, -81.578656,,,0,
1228,,"Baymeadows Way Rd. & Bayberry Rd.",,  30.217730, -81.581810,,,0,
1229,,"8324 Baymeadows Way",,  30.217209, -81.581937,,,0,
1247,,"Phillips Hwy. & Baymeadows Rd. fs sb",,  30.219746, -81.585380,,,0,
1248,,"8384 Philips Hwy.",,  30.218038, -81.583998,,,0,
1250,,"Baymeadows Rd. & Philips Hwy.",,  30.220649, -81.586090,,,0,
1251,,"Philips Hwy. & Baymeadows Rd.",,  30.220850, -81.586606,,,0,
1253,,"8449 Philips Hwy.",,  30.214870, -81.582280,,,0,
1254,,"Philips Hwy. & opp. Freedom Trl.",,  30.214194, -81.582287,,,0,
1255,,"8656 Philips Hwy.",,  30.210090, -81.579810,,,0,
1256,,"8687 Philips Hwy.",,  30.209410, -81.579010,,,0,
1257,,"Philips Hwy. & Sunbeam Rd.",,  30.206184, -81.576634,,,0,
1258,,"8864 Philips Hwy.",,  30.205228, -81.576497,,,0,
1259,,"9016 Philips Hwy.",,  30.203437, -81.575263,,,0,
1260,,"8963 Philips Hwy.",,  30.202457, -81.574050,,,0,
1262,,"9155 Philips Hwy.",,  30.199800, -81.572220,,,0,
1263,,"9158 Philips Hwy.",,  30.199179, -81.572239,,,0,
1264,,"Philips Hwy. & Shad Rd.",,  30.196340, -81.569610,,,0,
1265,,"Philips Hwy. & Shad Rd.",,  30.195740, -81.569390,,,0,
1266,,"9454 Philips Hwy.",,  30.192330, -81.565970,,,0,
1267,,"9525 Philips Hwy.",,  30.192180, -81.565460,,,0,
1268,,"9700 Philips Hwy.",,  30.188650, -81.562240,,,0,
1283,,"St. Augustine Rd. & Crown Point Rd.",,  30.196410, -81.613033,,,0,
1285,,"St. Augustine Rd. & Kori Rd.",,  30.200670, -81.616040,,,0,
1286,,"San Jose Blvd. & Sunbeam Rd.",,  30.204510, -81.617060,,,0,
1297,,"Sunbeam Rd. & Genna Trace Trl.",,  30.205962, -81.604443,,,0,
1298,,"4320 Sunbeam Rd.",,  30.205800, -81.603170,,,0,
1299,,"4083 Sunbeam Rd.",,  30.205820, -81.609880,,,0,
1300,,"4114 Sunbeam Rd.",,  30.205750, -81.609510,,,0,
1301,,"Sunbeam Rd. & Old Sunbeam Rd.",,  30.205650, -81.614380,,,0,
1302,,"3845 Sunbeam Rd.",,  30.205760, -81.615194,,,0,
1303,,"San Jose Blvd. & Sunbeam Rd.",,  30.206660, -81.617130,,,0,
1304,,"San Jose Blvd. & Cardinal Point Dr.",,  30.207670, -81.617410,,,0,
1305,,"9276 San Jose Blvd.",,  30.210040, -81.617580,,,0,
1306,,"9283 San Jose Blvd.",,  30.209940, -81.617240,,,0,
1307,,"9030 San Jose Blvd.",,  30.213940, -81.617720,,,0,
1308,,"9055 San Jose Blvd",,  30.214400, -81.617480,,,0,
1318,,"Baymeadows Rd. & Brierwood Rd.",,  30.220610, -81.597570,,,0,
1322,,"5026 Baymeadows Rd.",,  30.220470, -81.597100,,,0,
1323,,"Baymeadows Rd. & Old Kings Rd.",,  30.220731, -81.593766,,,0,
