shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
10190,30.329454,-81.672887,10001
10190,30.329300,-81.671994,10002
10190,30.329345,-81.671847,10003
10190,30.329250,-81.671130,10004
10190,30.329250,-81.671130,10005
10190,30.329020,-81.670100,10006
10190,30.328770,-81.668990,10007
10190,30.329510,-81.668770,10008
10190,30.330230,-81.668540,10009
10190,30.330470,-81.669700,10010
10190,30.330700,-81.670690,10011
10190,30.330750,-81.670930,10012
10190,30.330970,-81.671840,10013
10190,30.331000,-81.672000,10014
10190,30.331060,-81.672130,10015
10190,30.331130,-81.672210,10016
10190,30.331210,-81.672280,10017
10190,30.331330,-81.672360,10018
10190,30.331530,-81.672470,10019
10190,30.331860,-81.672650,10020
10190,30.332240,-81.672720,10021
10190,30.332330,-81.672700,10022
10190,30.332420,-81.672660,10023
10190,30.332570,-81.672530,10024
10190,30.332680,-81.672340,10025
10190,30.332990,-81.671440,10026
10190,30.333890,-81.670560,10027
10190,30.334360,-81.670210,10028
10190,30.334470,-81.670130,10029
10190,30.334650,-81.670010,10030
10190,30.335410,-81.669460,10031
10190,30.335800,-81.669190,10032
10190,30.336250,-81.668950,10033
10190,30.336930,-81.668660,10034
10190,30.337400,-81.668470,10035
10190,30.337840,-81.668330,10036
10190,30.338440,-81.668180,10037
10190,30.338970,-81.668080,10038
10190,30.339570,-81.668020,10039
10190,30.340260,-81.667980,10040
10190,30.341930,-81.668010,10041
10190,30.342930,-81.668050,10042
10190,30.343050,-81.668060,10043
10190,30.343720,-81.668090,10044
10190,30.344670,-81.668130,10045
10190,30.347320,-81.668240,10046
10190,30.347440,-81.668250,10047
10190,30.350240,-81.668340,10048
10190,30.351520,-81.668370,10049
10190,30.351620,-81.668370,10050
10190,30.353550,-81.668420,10051
10190,30.354260,-81.668440,10052
10190,30.355590,-81.668470,10053
10190,30.355970,-81.668490,10054
10190,30.356100,-81.668490,10055
10190,30.356440,-81.668500,10056
10190,30.359110,-81.668560,10057
10190,30.361450,-81.668620,10058
10190,30.362450,-81.668650,10059
10190,30.364870,-81.668710,10060
10190,30.365000,-81.668720,10061
10190,30.367780,-81.668790,10062
10190,30.368270,-81.668800,10063
10190,30.368770,-81.668820,10064
10190,30.371210,-81.668890,10065
10190,30.371790,-81.668980,10066
10190,30.372250,-81.669100,10067
10190,30.372700,-81.669250,10068
10190,30.373360,-81.669550,10069
10190,30.373790,-81.669790,10070
10190,30.374000,-81.669930,10071
10190,30.374740,-81.670470,10072
10190,30.375230,-81.670830,10073
10190,30.376990,-81.672140,10074
10190,30.377790,-81.672730,10075
10190,30.378270,-81.673010,10076
10190,30.378590,-81.673170,10077
10190,30.378860,-81.673280,10078
10190,30.379320,-81.673410,10079
10190,30.379570,-81.673450,10080
10190,30.379870,-81.673490,10081
10190,30.380070,-81.673500,10082
10190,30.380260,-81.673500,10083
10190,30.380550,-81.673480,10084
10190,30.380660,-81.673470,10085
10190,30.381020,-81.673410,10086
10190,30.381400,-81.673300,10087
10190,30.381770,-81.673160,10088
10190,30.382060,-81.673020,10089
10190,30.382350,-81.672840,10090
10190,30.382540,-81.672720,10091
10190,30.382660,-81.672620,10092
10190,30.382780,-81.672510,10093
10190,30.383120,-81.672210,10094
10190,30.383690,-81.671600,10095
10190,30.384450,-81.670750,10096
10190,30.385210,-81.669940,10097
10190,30.385570,-81.669620,10098
10190,30.385920,-81.669340,10099
10190,30.386380,-81.669000,10100
10190,30.386910,-81.668690,10101
10190,30.387550,-81.668380,10102
10190,30.388150,-81.668150,10103
10190,30.388530,-81.668040,10104
10190,30.388940,-81.667940,10105
10190,30.389490,-81.667850,10106
10190,30.389830,-81.667820,10107
10190,30.390080,-81.667810,10108
10190,30.390650,-81.667790,10109
10190,30.392390,-81.667840,10110
10190,30.392500,-81.667840,10111
10190,30.394920,-81.667920,10112
10190,30.395010,-81.667920,10113
10190,30.395500,-81.667930,10114
10190,30.396230,-81.667950,10115
10190,30.396490,-81.667960,10116
10190,30.396930,-81.667940,10117
10190,30.397380,-81.667860,10118
10190,30.397600,-81.667810,10119
10190,30.397860,-81.667720,10120
10190,30.398200,-81.667590,10121
10190,30.398620,-81.667370,10122
10190,30.399010,-81.667120,10123
10190,30.399390,-81.666820,10124
10190,30.399610,-81.666610,10125
10190,30.399790,-81.666420,10126
10190,30.400080,-81.666060,10127
10190,30.400360,-81.665650,10128
10190,30.400580,-81.665300,10129
10190,30.401280,-81.664210,10130
10190,30.401910,-81.663210,10131
10190,30.403250,-81.661110,10132
10190,30.403730,-81.660390,10133
10190,30.404090,-81.659850,10134
10190,30.404380,-81.659480,10135
10190,30.404800,-81.659070,10136
10190,30.404970,-81.658900,10137
10190,30.405320,-81.658600,10138
10190,30.405690,-81.658330,10139
10190,30.406160,-81.658040,10140
10190,30.406580,-81.657810,10141
10190,30.407010,-81.657650,10142
10190,30.407450,-81.657510,10143
10190,30.407820,-81.657400,10144
10190,30.408150,-81.657340,10145
10190,30.408380,-81.657300,10146
10190,30.408560,-81.657280,10147
10190,30.409190,-81.657230,10148
10190,30.409530,-81.657210,10149
10190,30.411590,-81.657110,10150
10190,30.412120,-81.657090,10151
10190,30.413180,-81.657040,10152
10190,30.414080,-81.656990,10153
10190,30.414400,-81.656970,10154
10190,30.418080,-81.656760,10155
10190,30.421450,-81.656560,10156
10190,30.424130,-81.656410,10157
10190,30.426620,-81.656250,10158
10190,30.427030,-81.656230,10159
10190,30.429910,-81.656060,10160
10190,30.433960,-81.655810,10161
10190,30.434990,-81.655750,10162
10190,30.435560,-81.655710,10163
10190,30.436570,-81.655590,10164
10190,30.436860,-81.655540,10165
10190,30.437680,-81.655420,10166
10190,30.438220,-81.655310,10167
10190,30.439370,-81.655060,10168
10190,30.439830,-81.654950,10169
10190,30.440430,-81.654790,10170
10190,30.441540,-81.654470,10171
10190,30.445480,-81.653340,10172
10190,30.446430,-81.653070,10173
10190,30.446810,-81.652960,10174
10190,30.449280,-81.652260,10175
10190,30.454270,-81.650840,10176
10190,30.454500,-81.650770,10177
10190,30.456240,-81.650280,10178
10190,30.457230,-81.650000,10179
10190,30.458830,-81.649530,10180
10190,30.459410,-81.649370,10181
10190,30.459580,-81.649320,10182
10190,30.460060,-81.649140,10183
10190,30.460660,-81.648960,10184
10190,30.463280,-81.648220,10185
10190,30.465490,-81.647570,10186
10190,30.468530,-81.646720,10187
10190,30.468580,-81.646710,10188
10190,30.470690,-81.646130,10189
10190,30.475350,-81.644840,10190
10190,30.476320,-81.644630,10191
10190,30.477480,-81.644420,10192
10190,30.481460,-81.643580,10193
10190,30.481590,-81.643560,10194
10190,30.482070,-81.643450,10195
10190,30.482140,-81.643390,10196
10190,30.482390,-81.643190,10197
10190,30.482500,-81.643090,10198
10190,30.482590,-81.642970,10199
10190,30.482660,-81.642830,10200
10190,30.482700,-81.642680,10201
10190,30.482710,-81.642540,10202
10190,30.482700,-81.642390,10203
10190,30.482660,-81.642250,10204
10190,30.482600,-81.642130,10205
10190,30.482510,-81.642020,10206
10190,30.482400,-81.641930,10207
10190,30.482280,-81.641870,10208
10190,30.482160,-81.641840,10209
10190,30.482030,-81.641840,10210
10190,30.481900,-81.641870,10211
10190,30.481780,-81.641930,10212
10190,30.481680,-81.642010,10213
10190,30.481600,-81.642120,10214
10190,30.481530,-81.642250,10215
10190,30.481440,-81.642520,10216
10190,30.481590,-81.643560,10217
10190,30.481620,-81.643780,10218
10190,30.481690,-81.644230,10219
10190,30.481720,-81.644420,10220
10190,30.481850,-81.645210,10221
10190,30.482170,-81.647240,10222
10190,30.482660,-81.650210,10223
10190,30.483590,-81.656110,10224
10190,30.484150,-81.659540,10225
10190,30.484300,-81.660550,10226
10190,30.484830,-81.663860,10227
10190,30.484920,-81.664440,10228
10190,30.484960,-81.664690,10229
10190,30.485210,-81.666300,10230
10190,30.485330,-81.666980,10231
10190,30.485430,-81.667420,10232
10190,30.485550,-81.667850,10233
10190,30.485720,-81.668310,10234
10190,30.485780,-81.668470,10235
10190,30.485980,-81.668870,10236
10190,30.486190,-81.669240,10237
10190,30.486440,-81.669580,10238
10190,30.486720,-81.669910,10239
10190,30.487000,-81.670220,10240
10190,30.487050,-81.670270,10241
10190,30.488200,-81.671450,10242
10190,30.488730,-81.671980,10243
10190,30.489380,-81.672650,10244
10190,30.489710,-81.672990,10245
10190,30.490080,-81.673390,10246
10190,30.490310,-81.673680,10247
10190,30.490520,-81.673970,10248
10190,30.490810,-81.674450,10249
10190,30.490900,-81.674590,10250
10190,30.490990,-81.674750,10251
10190,30.491150,-81.675080,10252
10190,30.491340,-81.675580,10253
10190,30.491470,-81.675980,10254
10190,30.491620,-81.676600,10255
10190,30.491720,-81.677090,10256
10190,30.491860,-81.677400,10257
10190,30.491940,-81.677530,10258
10190,30.492250,-81.677860,10259
10190,30.492680,-81.678290,10260
10190,30.493030,-81.678550,10261
10190,30.493260,-81.678780,10262
10190,30.493430,-81.678980,10263
10190,30.493490,-81.679100,10264
10190,30.493560,-81.679280,10265
10190,30.493600,-81.679430,10266
10190,30.493620,-81.679580,10267
10190,30.493620,-81.679720,10268
10190,30.493590,-81.679960,10269
10190,30.493530,-81.680150,10270
10190,30.493480,-81.680270,10271
10190,30.493420,-81.680400,10272
10190,30.493140,-81.680750,10273
10190,30.493080,-81.680820,10274
10190,30.492580,-81.681580,10275
10190,30.492480,-81.681780,10276
10190,30.492380,-81.682110,10277
10190,30.491870,-81.682820,10278
10190,30.491700,-81.683040,10279
10190,30.491590,-81.683150,10280
10190,30.491430,-81.683240,10281
10190,30.491290,-81.683270,10282
10190,30.491100,-81.683240,10283
10190,30.490910,-81.683150,10284
10190,30.490760,-81.683060,10285
10190,30.490402,-81.682820,10286
10203,30.329454,-81.672887,10001
10203,30.329300,-81.671994,10002
10203,30.329345,-81.671847,10003
10203,30.329250,-81.671130,10004
10203,30.329250,-81.671130,10005
10203,30.329020,-81.670100,10006
10203,30.328770,-81.668990,10007
10203,30.328530,-81.667830,10008
10203,30.328376,-81.667125,10009
10203,30.328376,-81.667125,20001
10203,30.328220,-81.666410,20002
10203,30.328080,-81.665250,20003
10203,30.328090,-81.664690,20004
10203,30.328080,-81.663970,20005
10203,30.328080,-81.663798,20006
10203,30.328080,-81.663798,30001
10203,30.328080,-81.662740,30002
10203,30.327922,-81.661887,30003
10203,30.327922,-81.661887,40001
10203,30.327870,-81.661610,40002
10203,30.327590,-81.660390,40003
10203,30.327320,-81.659210,40004
10203,30.327251,-81.658900,40005
10203,30.327251,-81.658900,50001
10203,30.326980,-81.657680,50002
10203,30.326833,-81.656994,50003
10203,30.326833,-81.656994,60001
10203,30.326730,-81.656510,60002
10203,30.326460,-81.655340,60003
10203,30.327060,-81.655166,60004
10203,30.327060,-81.655166,70001
10203,30.327220,-81.655120,70002
10203,30.327980,-81.654880,70003
10203,30.328204,-81.654822,70004
10203,30.328204,-81.654822,80001
10203,30.328710,-81.654690,80002
10203,30.329290,-81.654520,80003
10203,30.329460,-81.654470,80004
10203,30.330220,-81.654260,80005
10203,30.330619,-81.654139,80006
10203,30.330619,-81.654139,90001
10203,30.330980,-81.654030,90002
10203,30.331710,-81.653810,90003
10203,30.332470,-81.653610,90004
10203,30.332730,-81.654830,90005
10203,30.332980,-81.655970,90006
10203,30.333710,-81.655770,90007
10203,30.334030,-81.655670,90008
10203,30.335130,-81.655320,90009
10203,30.335990,-81.655060,90010
10203,30.336470,-81.654980,90011
10203,30.336969,-81.654927,90012
10203,30.336969,-81.654927,100001
10203,30.337790,-81.654840,100002
10203,30.338868,-81.654727,100003
10203,30.338868,-81.654727,110001
10203,30.339120,-81.654700,110002
10203,30.340440,-81.654560,110003
10203,30.341760,-81.654390,110004
10203,30.342736,-81.654287,110005
10203,30.342736,-81.654287,120001
10203,30.343090,-81.654250,120002
10203,30.344410,-81.654100,120003
10203,30.345575,-81.653969,120004
10203,30.345575,-81.653969,130001
10203,30.345750,-81.653950,130002
10203,30.347070,-81.653830,130003
10203,30.348148,-81.653715,130004
10203,30.348148,-81.653715,140001
10203,30.348390,-81.653690,140002
10203,30.348670,-81.653670,140003
10203,30.348880,-81.653660,140004
10203,30.349310,-81.653680,140005
10203,30.350070,-81.653710,140006
10203,30.350410,-81.653720,140007
10203,30.350649,-81.653726,140008
10203,30.350649,-81.653726,150001
10203,30.350820,-81.653730,150002
10203,30.352060,-81.653750,150003
10203,30.352270,-81.653760,150004
10203,30.352460,-81.653770,150005
10203,30.352620,-81.653780,150006
10203,30.352770,-81.653780,150007
10203,30.353500,-81.653810,150008
10203,30.353560,-81.653810,150009
10203,30.354029,-81.653825,150010
10203,30.354029,-81.653825,160001
10203,30.354180,-81.653830,160002
10203,30.354290,-81.653840,160003
10203,30.354900,-81.653870,160004
10203,30.354990,-81.653870,160005
10203,30.355640,-81.653900,160006
10203,30.355700,-81.653900,160007
10203,30.356120,-81.653910,160008
10203,30.356340,-81.653910,160009
10203,30.356480,-81.653910,160010
10203,30.356660,-81.653910,160011
10203,30.356852,-81.653905,160012
10203,30.356852,-81.653905,170001
10203,30.357070,-81.653900,170002
10203,30.357750,-81.653860,170003
10203,30.358290,-81.653810,170004
10203,30.358470,-81.653790,170005
10203,30.358850,-81.653750,170006
10203,30.359450,-81.653680,170007
10203,30.359759,-81.653642,170008
10203,30.359759,-81.653642,180001
10203,30.359930,-81.653620,180002
10203,30.360170,-81.653590,180003
10203,30.360210,-81.653590,180004
10203,30.360840,-81.653510,180005
10203,30.360910,-81.653500,180006
10203,30.361710,-81.653420,180007
10203,30.362410,-81.653360,180008
10203,30.362690,-81.653330,180009
10203,30.362889,-81.653293,180010
10203,30.362889,-81.653293,190001
10203,30.363070,-81.653260,190002
10203,30.363500,-81.653230,190003
10203,30.363740,-81.653210,190004
10203,30.364220,-81.653150,190005
10203,30.364450,-81.653100,190006
10203,30.364940,-81.653050,190007
10203,30.365250,-81.653020,190008
10203,30.365620,-81.652950,190009
10203,30.365920,-81.652868,190010
10203,30.365920,-81.652868,200001
10203,30.366350,-81.652750,200002
10203,30.366830,-81.652630,200003
10203,30.367420,-81.652480,200004
10203,30.367690,-81.652410,200005
10203,30.368120,-81.652290,200006
10203,30.368460,-81.652200,200007
10203,30.368790,-81.652110,200008
10203,30.369430,-81.651930,200009
10203,30.369756,-81.651847,200010
10203,30.369756,-81.651847,210001
10203,30.370170,-81.651740,210002
10203,30.370490,-81.651650,210003
10203,30.371190,-81.651470,210004
10203,30.371380,-81.651440,210005
10203,30.371830,-81.651410,210006
10203,30.371890,-81.651410,210007
10203,30.372223,-81.651401,210008
10203,30.372223,-81.651401,220001
10203,30.372630,-81.651390,220002
10203,30.373360,-81.651350,220003
10203,30.375094,-81.651274,220004
10203,30.375094,-81.651274,230001
10203,30.375410,-81.651260,230002
10203,30.376410,-81.651200,230003
10203,30.376810,-81.651140,230004
10203,30.377250,-81.651030,230005
10203,30.377910,-81.650860,230006
10203,30.378090,-81.650810,230007
10203,30.378420,-81.650720,230008
10203,30.379000,-81.650570,230009
10203,30.379302,-81.650493,230010
10203,30.379302,-81.650493,240001
10203,30.379900,-81.650340,240002
10203,30.380590,-81.650150,240003
10203,30.381430,-81.649920,240004
10203,30.381880,-81.649800,240005
10203,30.382903,-81.649533,240006
10203,30.382903,-81.649533,250001
10203,30.383640,-81.649340,250002
10203,30.384890,-81.649010,250003
10203,30.385400,-81.648870,250004
10203,30.385820,-81.648761,250005
10203,30.385820,-81.648761,260001
10203,30.386400,-81.648610,260002
10203,30.386880,-81.648480,260003
10203,30.388390,-81.648070,260004
10203,30.388770,-81.647970,260005
10203,30.388990,-81.647920,260006
10203,30.389500,-81.647800,260007
10203,30.389680,-81.647680,260008
10203,30.389840,-81.647630,260009
10203,30.390136,-81.647554,260010
10203,30.390136,-81.647554,270001
10203,30.390190,-81.647540,270002
10203,30.390770,-81.647380,270003
10203,30.391120,-81.647290,270004
10203,30.391250,-81.647270,270005
10203,30.391530,-81.647230,270006
10203,30.391810,-81.647220,270007
10203,30.391980,-81.647210,270008
10203,30.392260,-81.647230,270009
10203,30.392710,-81.647320,270010
10203,30.395630,-81.648320,270011
10203,30.395970,-81.648430,270012
10203,30.396280,-81.648520,270013
10203,30.396580,-81.648610,270014
10203,30.396990,-81.648690,270015
10203,30.398840,-81.648940,270016
10203,30.400840,-81.649200,270017
10203,30.401485,-81.649285,270018
10203,30.401485,-81.649285,280001
10203,30.401680,-81.649310,280002
10203,30.403915,-81.649600,280003
10203,30.403915,-81.649600,290001
10203,30.404150,-81.649630,290002
10203,30.404340,-81.649660,290003
10203,30.404880,-81.649720,290004
10203,30.404950,-81.649730,290005
10203,30.405340,-81.649780,290006
10203,30.406495,-81.649939,290007
10203,30.406495,-81.649939,300001
10203,30.407010,-81.650010,300002
10203,30.407450,-81.650060,300003
10203,30.407760,-81.650080,300004
10203,30.408260,-81.650170,300005
10203,30.408420,-81.650100,300006
10203,30.408510,-81.650060,300007
10203,30.408590,-81.649980,300008
10203,30.408690,-81.649830,300009
10203,30.408720,-81.649710,300010
10203,30.408730,-81.649470,300011
10203,30.408730,-81.649170,300012
10203,30.408710,-81.649060,300013
10203,30.408680,-81.648930,300014
10203,30.408610,-81.648810,300015
10203,30.408520,-81.648710,300016
10203,30.408410,-81.648660,300017
10203,30.408270,-81.648650,300018
10203,30.408150,-81.648680,300019
10203,30.408000,-81.648790,300020
10203,30.407950,-81.648850,300021
10203,30.407900,-81.648980,300022
10203,30.407870,-81.649200,300023
10203,30.407860,-81.649420,300024
10203,30.407780,-81.649760,300025
10203,30.407760,-81.650080,300026
10203,30.407760,-81.650230,300027
10203,30.407760,-81.650520,300028
10203,30.407720,-81.651550,300029
10203,30.407730,-81.652330,300030
10203,30.407830,-81.653190,300031
10203,30.408030,-81.654070,300032
10203,30.408310,-81.655120,300033
10203,30.408420,-81.655600,300034
10203,30.408460,-81.655830,300035
10203,30.408500,-81.656090,300036
10203,30.408510,-81.656440,300037
10203,30.408540,-81.657000,300038
10203,30.408560,-81.657280,300039
10203,30.408570,-81.657500,300040
10203,30.408600,-81.658160,300041
10203,30.408700,-81.659970,300042
10203,30.408760,-81.660310,300043
10203,30.408830,-81.660500,300044
10203,30.408910,-81.660650,300045
10203,30.409090,-81.660890,300046
10203,30.409320,-81.661070,300047
10203,30.409480,-81.661130,300048
10203,30.409640,-81.661160,300049
10203,30.409910,-81.661190,300050
10203,30.410110,-81.661220,300051
10203,30.410352,-81.661226,300052
10203,30.410352,-81.661226,310001
10203,30.410480,-81.661230,310002
10203,30.410570,-81.661230,310003
10203,30.412040,-81.661260,310004
10203,30.412290,-81.661270,310005
10203,30.412473,-81.661298,310006
10203,30.412944,-81.660394,310007
10203,30.413342,-81.659861,310008
10203,30.413647,-81.659608,310009
10203,30.414070,-81.659390,310010
10203,30.414270,-81.659290,310011
10203,30.414734,-81.659039,310012
10203,30.414734,-81.659039,320001
10203,30.415250,-81.658760,320002
10203,30.415310,-81.658750,320003
10203,30.416770,-81.658780,320004
10203,30.416850,-81.658770,320005
10203,30.417090,-81.658660,320006
10203,30.417260,-81.658610,320007
10203,30.417550,-81.658614,320008
10203,30.417550,-81.658614,330001
10203,30.422430,-81.658673,330002
10203,30.422430,-81.658673,340001
10203,30.423840,-81.658690,340002
10203,30.423970,-81.658730,340003
10203,30.424010,-81.658770,340004
10203,30.424060,-81.658840,340005
10203,30.424080,-81.658970,340006
10203,30.424070,-81.659800,340007
10203,30.424730,-81.659860,340008
10203,30.424960,-81.659860,340009
10203,30.425430,-81.659867,340010
10203,30.425430,-81.659867,350001
10203,30.425580,-81.659870,350002
10203,30.426450,-81.659870,350003
10203,30.426620,-81.659890,350004
10203,30.428624,-81.659926,350005
10203,30.428741,-81.659928,350006
10203,30.428741,-81.659928,360001
10203,30.429940,-81.659950,360002
10203,30.429990,-81.658240,360003
10203,30.429910,-81.658020,360004
10203,30.429920,-81.657690,360005
10203,30.429920,-81.657120,360006
10203,30.429930,-81.656950,360007
10203,30.429910,-81.656280,360008
10203,30.429910,-81.656060,360009
10203,30.429930,-81.655380,360010
10203,30.429980,-81.655310,360011
10203,30.430020,-81.655270,360012
10203,30.430050,-81.655250,360013
10203,30.430090,-81.655240,360014
10203,30.430500,-81.655280,360015
10203,30.432530,-81.655650,360016
10203,30.433960,-81.655810,360017
10203,30.434990,-81.655750,360018
10203,30.435560,-81.655710,360019
10203,30.436570,-81.655590,360020
10203,30.436860,-81.655540,360021
10203,30.437680,-81.655420,360022
10203,30.438220,-81.655310,360023
10203,30.439370,-81.655060,360024
10203,30.439830,-81.654950,360025
10203,30.440430,-81.654790,360026
10203,30.441540,-81.654470,360027
10203,30.445480,-81.653340,360028
10203,30.446430,-81.653070,360029
10203,30.446810,-81.652960,360030
10203,30.449280,-81.652260,360031
10203,30.454270,-81.650840,360032
10203,30.454500,-81.650770,360033
10203,30.456240,-81.650280,360034
10203,30.457230,-81.650000,360035
10203,30.458830,-81.649530,360036
10203,30.459410,-81.649370,360037
10203,30.459580,-81.649320,360038
10203,30.460060,-81.649140,360039
10203,30.460660,-81.648960,360040
10203,30.463280,-81.648220,360041
10203,30.465490,-81.647570,360042
10203,30.468530,-81.646720,360043
10203,30.468580,-81.646710,360044
10203,30.470690,-81.646130,360045
10203,30.475350,-81.644840,360046
10203,30.476320,-81.644630,360047
10203,30.477480,-81.644420,360048
10203,30.479150,-81.643800,360049
10203,30.479940,-81.643480,360050
10203,30.480460,-81.643260,360051
10203,30.480610,-81.643190,360052
10203,30.480750,-81.643110,360053
10203,30.480870,-81.643000,360054
10203,30.480970,-81.642870,360055
10203,30.481060,-81.642720,360056
10203,30.481120,-81.642560,360057
10203,30.481230,-81.642060,360058
10203,30.481190,-81.641810,360059
10203,30.481140,-81.641400,360060
10203,30.481110,-81.641050,360061
10203,30.481110,-81.640700,360062
10203,30.481120,-81.640340,360063
10203,30.481210,-81.639430,360064
10203,30.481210,-81.639140,360065
10203,30.480030,-81.639650,360066
10203,30.479830,-81.639800,360067
10203,30.479620,-81.639960,360068
10203,30.479430,-81.640080,360069
10203,30.479230,-81.640110,360070
10203,30.478890,-81.640250,360071
10203,30.478051,-81.640602,360072
10203,30.478051,-81.640602,370001
10203,30.477926,-81.640654,370002
10203,30.477812,-81.640702,370003
10203,30.477643,-81.640773,370004
10203,30.477533,-81.640819,370005
10203,30.477387,-81.640880,370006
10203,30.477220,-81.640950,370007
10203,30.477016,-81.641034,370008
10203,30.476750,-81.641142,370009
10203,30.476180,-81.641376,370010
10203,30.475070,-81.641830,370011
10203,30.474260,-81.642160,370012
10203,30.474351,-81.642520,370013
10203,30.474475,-81.642724,370014
10203,30.474739,-81.643665,370015
10203,30.475540,-81.643340,370016
10203,30.475333,-81.642666,370017
10203,30.475070,-81.641830,370018
10203,30.476180,-81.641376,370019
10203,30.476750,-81.641142,370020
10203,30.477016,-81.641034,370021
10203,30.477220,-81.640950,370022
10203,30.477387,-81.640880,370023
10203,30.477533,-81.640819,370024
10203,30.477643,-81.640773,370025
10203,30.477812,-81.640702,370026
10203,30.477926,-81.640654,370027
10203,30.478890,-81.640250,370028
10203,30.479230,-81.640110,370029
10203,30.479390,-81.639980,370030
10203,30.479560,-81.639860,370031
10203,30.479780,-81.639650,370032
10203,30.479970,-81.639480,370033
10203,30.480080,-81.639390,370034
10203,30.480260,-81.639310,370035
10203,30.481200,-81.638900,370036
10203,30.481410,-81.638810,370037
10203,30.481470,-81.638710,370038
10203,30.481540,-81.638560,370039
10203,30.481700,-81.638230,370040
10203,30.481960,-81.637720,370041
10203,30.482250,-81.637190,370042
10203,30.483001,-81.637846,370043
10203,30.483046,-81.637790,370044
10203,30.483641,-81.637039,370045
10203,30.484699,-81.636394,370046
10203,30.484294,-81.635350,370047
10203,30.484277,-81.635331,370048
10203,30.483820,-81.635580,370049
10203,30.483610,-81.635725,370050
10203,30.483610,-81.635725,380001
10203,30.483582,-81.635745,380002
10203,30.483560,-81.635760,380003
10203,30.483370,-81.635920,380004
10203,30.483030,-81.636220,380005
10203,30.482820,-81.636450,380006
10203,30.482460,-81.636870,380007
10203,30.482250,-81.637190,380008
10203,30.481960,-81.637720,380009
10203,30.481860,-81.638110,380010
10203,30.481810,-81.638370,380011
10203,30.481760,-81.638710,380012
10203,30.481670,-81.638890,380013
10203,30.481550,-81.638980,380014
10203,30.481420,-81.639040,380015
10203,30.481420,-81.639280,380016
10203,30.481410,-81.639580,380017
10203,30.481370,-81.639920,380018
10203,30.481310,-81.640420,380019
10203,30.481300,-81.640770,380020
10203,30.481300,-81.641100,380021
10203,30.481320,-81.641440,380022
10203,30.481350,-81.641730,380023
10203,30.481380,-81.642020,380024
10203,30.481440,-81.642520,380025
10203,30.481590,-81.643560,380026
10203,30.481620,-81.643780,380027
10203,30.481690,-81.644230,380028
10203,30.481720,-81.644420,380029
10203,30.481850,-81.645210,380030
10203,30.482170,-81.647240,380031
10203,30.482660,-81.650210,380032
10203,30.483590,-81.656110,380033
10203,30.484150,-81.659540,380034
10203,30.484300,-81.660550,380035
10203,30.484830,-81.663860,380036
10203,30.484920,-81.664440,380037
10203,30.484960,-81.664690,380038
10203,30.485210,-81.666300,380039
10203,30.485330,-81.666980,380040
10203,30.485430,-81.667420,380041
10203,30.485550,-81.667850,380042
10203,30.485720,-81.668310,380043
10203,30.485780,-81.668470,380044
10203,30.485980,-81.668870,380045
10203,30.486190,-81.669240,380046
10203,30.486440,-81.669580,380047
10203,30.486720,-81.669910,380048
10203,30.487000,-81.670220,380049
10203,30.487050,-81.670270,380050
10203,30.488200,-81.671450,380051
10203,30.488730,-81.671980,380052
10203,30.489380,-81.672650,380053
10203,30.489710,-81.672990,380054
10203,30.490080,-81.673390,380055
10203,30.490310,-81.673680,380056
10203,30.490520,-81.673970,380057
10203,30.490810,-81.674450,380058
10203,30.490900,-81.674590,380059
10203,30.490990,-81.674750,380060
10203,30.491150,-81.675080,380061
10203,30.491340,-81.675580,380062
10203,30.491470,-81.675980,380063
10203,30.491620,-81.676600,380064
10203,30.491720,-81.677090,380065
10203,30.491860,-81.677400,380066
10203,30.491940,-81.677530,380067
10203,30.492250,-81.677860,380068
10203,30.492680,-81.678290,380069
10203,30.493030,-81.678550,380070
10203,30.493260,-81.678780,380071
10203,30.493430,-81.678980,380072
10203,30.493490,-81.679100,380073
10203,30.493560,-81.679280,380074
10203,30.493600,-81.679430,380075
10203,30.493620,-81.679580,380076
10203,30.493620,-81.679720,380077
10203,30.493590,-81.679960,380078
10203,30.493530,-81.680150,380079
10203,30.493480,-81.680270,380080
10203,30.493420,-81.680400,380081
10203,30.493140,-81.680750,380082
10203,30.493080,-81.680820,380083
10203,30.492580,-81.681580,380084
10203,30.492480,-81.681780,380085
10203,30.492380,-81.682110,380086
10203,30.491870,-81.682820,380087
10203,30.491700,-81.683040,380088
10203,30.491590,-81.683150,380089
10203,30.491430,-81.683240,380090
10203,30.491290,-81.683270,380091
10203,30.491100,-81.683240,380092
10203,30.490910,-81.683150,380093
10203,30.490760,-81.683060,380094
10203,30.490402,-81.682820,380095
10204,30.329454,-81.672887,10001
10204,30.329300,-81.671994,10002
10204,30.329345,-81.671847,10003
10204,30.329250,-81.671130,10004
10204,30.329250,-81.671130,10005
10204,30.329020,-81.670100,10006
10204,30.328770,-81.668990,10007
10204,30.328530,-81.667830,10008
10204,30.328376,-81.667125,10009
10204,30.328376,-81.667125,20001
10204,30.328220,-81.666410,20002
10204,30.328080,-81.665250,20003
10204,30.328090,-81.664690,20004
10204,30.328080,-81.663970,20005
10204,30.328080,-81.663798,20006
10204,30.328080,-81.663798,30001
10204,30.328080,-81.662740,30002
10204,30.327922,-81.661887,30003
10204,30.327922,-81.661887,40001
10204,30.327870,-81.661610,40002
10204,30.327590,-81.660390,40003
